"ID","sex","native","blind","hours","job","income","education"
5603,"female","native","yes",NA,NA,0,"grade-school"
5604,"male","native","no",40,"charity",31948,"bachelor"
5605,"female","native","no",NA,NA,21254,"grade-school"
5606,"male","foreign","no",NA,NA,115234,"high-school"
5607,"male","native","no",60,"private",62662,"high-school"
5608,"male","native","no",40,"private",1826,"bachelor"
5609,"male","native","no",35,"private",47016,"high-school"
5610,"female","native","no",NA,NA,17866,"grade-school"
5611,"female","native",NA,NA,NA,18099,"grade-school"
5612,"female","native",NA,NA,NA,128383,"grade-school"
5613,"female","foreign","no",NA,NA,10223,"high-school"
5614,"male","foreign","no",13,"private",41019,"high-school"
5615,"female","native","no",40,"public",62884,"bachelor"
5616,"female","native","no",40,"private",30391,"bachelor"
5617,"female","foreign","no",NA,NA,0,"bachelor"
5618,"male","native","no",38,"private",108581,"high-school"
5619,"female","native","no",40,"private",52069,"high-school"
5620,"male","native","no",40,"private",36960,"high-school"
5621,"female","foreign","no",NA,NA,34144,"high-school"
5622,"male","foreign","no",40,"private",25580,"grade-school"
5623,"female","native",NA,NA,NA,38633,"grade-school"
5624,"male","native","no",40,"private",84242,"high-school"
5625,"male","native","no",40,"private",365265,"bachelor"
5626,"male","native","no",NA,"private",476927,"high-school"
5627,"female","native","no",40,"private",126580,"bachelor"
5628,"male","native","no",NA,NA,4575,"high-school"
5629,"male","native",NA,NA,NA,31334,"grade-school"
5630,"female","native","no",40,"charity",13708,"high-school"
5631,"female","native",NA,NA,NA,44414,"grade-school"
5632,"male","native","no",10,"private",120883,"grade-school"
5633,"female","native","no",23,"private",498240,"high-school"
5634,"male","foreign","no",40,"private",72184,"bachelor"
5635,"female","native",NA,NA,NA,89317,"grade-school"
5636,"male","native",NA,NA,NA,22670,"grade-school"
5637,"male","native","no",NA,NA,93370,"high-school"
5638,"female","native","no",40,"public",81467,"high-school"
5639,"male","native","no",40,"private",22579,"high-school"
5640,"female","foreign","no",NA,"private",48649,"high-school"
5641,"male","native",NA,NA,NA,54168,"grade-school"
5642,"male","native","no",40,"private",130976,"bachelor"
5643,"male","native",NA,NA,NA,29812,"grade-school"
5644,"male","native",NA,NA,NA,324858,"grade-school"
5645,"female","native",NA,NA,NA,104144,"grade-school"
5646,"female","native","no",20,"private",95830,"high-school"
5647,"female","native","no",NA,NA,11024,"high-school"
5648,"female","native","no",NA,NA,40422,"high-school"
5649,"male","native","no",NA,NA,123174,"high-school"
5650,"female","native","no",NA,NA,23130,"high-school"
5651,"male","native","no",40,"public",118979,"high-school"
5652,"male","native",NA,NA,NA,989580,"grade-school"
5653,"male","foreign","no",32,"private",29110,"bachelor"
5654,"female","foreign","no",12,"private",35414,"high-school"
5655,"female","native","no",NA,NA,3766,"high-school"
5656,"male","native",NA,NA,NA,149505,"grade-school"
5657,"male","native","no",50,"private",42269,"bachelor"
5658,"female","native","no",53,"private",30482,"grade-school"
5659,"male","native","no",40,"private",72227,"high-school"
5660,"male","native",NA,NA,NA,253305,"grade-school"
5661,"female","native","no",10,"private",130253,"high-school"
5662,"male","foreign","no",40,"private",26808,"high-school"
5663,"male","native","no",40,"private",63529,"high-school"
5664,"male","foreign","no",40,"private",97679,"bachelor"
5665,"female","foreign","no",NA,NA,90287,"bachelor"
5666,"male","native","no",41,"private",33180,"high-school"
5667,"female","native","no",NA,NA,144615,"high-school"
5668,"male","native","no",40,"private",65136,"bachelor"
5669,"male","native","no",NA,NA,120883,"grade-school"
5670,"male","native","no",35,"private",51767,"grade-school"
5671,"female","native","no",NA,NA,19077,"high-school"
5672,"male","native","no",16,"private",27325,"bachelor"
5673,"female","native","no",NA,NA,42332,"grade-school"
5674,"male","native","no",40,"private",95040,"bachelor"
5675,"male","native","no",50,"private",85848,"high-school"
5676,"female","native","no",NA,NA,12448,"high-school"
5677,"female","native","no",40,"private",116696,"high-school"
5678,"male","native","no",NA,NA,64846,"high-school"
5679,"female","native","no",NA,NA,30122,"grade-school"
5680,"male","native","no",50,"private",68883,"high-school"
5681,"male","native","no",35,"private",53479,"high-school"
5682,"male","native",NA,NA,NA,33759,"grade-school"
5683,"male","native",NA,NA,NA,26481,"grade-school"
5684,"male","native","no",40,"private",28118,"high-school"
5685,"male","native","no",40,"private",89860,"high-school"
5686,"male","native","no",40,"private",63997,"high-school"
5687,"male","native","no",NA,NA,85134,"master"
5688,"female","native","no",NA,NA,42471,"high-school"
5689,"female","native","no",55,"public",21157,"bachelor"
5690,"male","native","no",NA,"charity",60921,"master"
5691,"female","native","no",NA,NA,92451,"high-school"
5692,"female","native",NA,NA,NA,38187,"grade-school"
5693,"male","native","no",NA,NA,58931,"grade-school"
5694,"male","native",NA,NA,NA,54918,"grade-school"
5695,"female","native","no",40,"private",61707,"high-school"
5696,"female","native","no",NA,NA,51327,"bachelor"
5697,"female","foreign","no",40,"charity",16885,"high-school"
5698,"female","native","no",NA,NA,48627,"high-school"
5699,"female","native",NA,NA,NA,89743,"grade-school"
5700,"female","native","no",50,"public",92231,"master"
5701,"male","native","no",NA,NA,11509,"grade-school"
5702,"female","native","no",NA,"private",6561,"high-school"
5703,"male","foreign","no",NA,NA,11642,"bachelor"
5704,"male","native",NA,NA,NA,79887,"grade-school"
5705,"female","native",NA,NA,NA,70985,"grade-school"
5706,"female","native","no",40,"private",79818,"master"
5707,"female","native","no",40,"public",115342,"master"
5708,"male","native","no",40,"private",9445,"bachelor"
5709,"female","foreign","no",NA,"charity",54945,"high-school"
5710,"male","foreign","no",46,"private",43369,"grade-school"
5711,"female","native","no",40,"public",50341,"bachelor"
5712,"male","native","no",40,"private",62938,"high-school"
5713,"male","native","no",40,"public",43685,"high-school"
5714,"female","native","no",NA,NA,89792,"high-school"
5715,"female","native","no",32,"private",39760,"high-school"
5716,"female","native","no",35,"private",67344,"high-school"
5717,"female","native","no",NA,NA,130462,"high-school"
5718,"male","native",NA,NA,NA,104629,"grade-school"
5719,"female","native",NA,NA,NA,141685,"grade-school"
5720,"female","native","no",NA,NA,219310,"grade-school"
5721,"male","foreign","no",NA,"private",37307,"high-school"
5722,"male","native","no",NA,NA,46194,"grade-school"
5723,"female","native","no",40,"private",89532,"high-school"
5724,"male","native","no",60,"private",20331,"high-school"
5725,"female","native","yes",30,"private",64324,"bachelor"
5726,"female","native","no",NA,NA,67096,"master"
5727,"male","native",NA,NA,NA,68476,"grade-school"
5728,"male","native","no",40,"private",33267,"grade-school"
5729,"male","native",NA,NA,NA,26214,"grade-school"
5730,"male","foreign","no",NA,NA,3896,"grade-school"
5731,"female","native","no",40,"private",67361,"bachelor"
5732,"female","native",NA,NA,NA,47786,"grade-school"
5733,"male","native","no",NA,"private",97468,"bachelor"
5734,"male","native","no",50,"private",38963,"high-school"
5735,"female","native","no",NA,NA,49595,"bachelor"
5736,"female","native",NA,NA,NA,51390,"grade-school"
5737,"female","native","no",NA,NA,6676,"high-school"
5738,"male","native","no",NA,NA,139500,"bachelor"
5739,"female","native",NA,NA,NA,58019,"grade-school"
5740,"male","native","no",40,"private",68085,"grade-school"
5741,"female","native","no",32,"private",67109,"high-school"
5742,"male","native","no",20,"private",2561,"grade-school"
5743,"female","native","no",NA,NA,48587,"high-school"
5744,"male","native","no",40,"private",22200,"bachelor"
5745,"male","native",NA,NA,NA,40044,"grade-school"
5746,"female","native","no",40,"private",286895,"high-school"
5747,"male","native","no",NA,NA,64719,"grade-school"
5748,"female","native","no",40,"public",134431,"master"
5749,"male","native",NA,NA,NA,45302,"grade-school"
5750,"female","native",NA,NA,NA,65377,"grade-school"
5751,"female","native","no",35,"private",209331,"master"
5752,"male","native",NA,NA,NA,82845,"grade-school"
5753,"female","native",NA,NA,NA,99556,"grade-school"
5754,"female","native","yes",NA,NA,31680,"grade-school"
5755,"female","native",NA,NA,NA,9328,"grade-school"
5756,"male","native","no",NA,NA,101606,"high-school"
5757,"male","native","no",50,"private",102111,"high-school"
5758,"female","native","no",40,"private",42116,"high-school"
5759,"male","native","no",NA,NA,121385,"high-school"
5760,"female","native","no",NA,"private",58196,"bachelor"
5761,"male","native",NA,NA,NA,25330,"grade-school"
5762,"female","foreign","no",NA,NA,30731,"grade-school"
5763,"male","native","no",NA,NA,12884,"high-school"
5764,"female","native","no",40,"private",52423,"high-school"
5765,"female","native",NA,NA,NA,79939,"grade-school"
5766,"male","native",NA,NA,NA,786005,"grade-school"
5767,"male","native","no",NA,"private",177310,"master"
5768,"male","native","no",80,"private",140334,"high-school"
5769,"female","native",NA,NA,NA,22084,"grade-school"
5770,"male","native","no",40,"charity",119019,"bachelor"
5771,"female","native","no",NA,NA,35537,"grade-school"
5772,"female","native","no",40,"private",75033,"bachelor"
5773,"female","native","no",NA,NA,72497,"high-school"
5774,"female","native","no",NA,NA,73837,"grade-school"
5775,"male","native","no",40,"charity",141342,"bachelor"
5776,"male","native","no",NA,NA,86003,"high-school"
5777,"male","foreign","no",35,"private",63052,"bachelor"
5778,"female","native",NA,NA,NA,53304,"grade-school"
5779,"female","native",NA,NA,NA,70998,"grade-school"
5780,"female","native","no",40,"private",95310,"master"
5781,"female","native","no",40,"charity",24081,"master"
5782,"male","native","no",40,"private",54883,"high-school"
5783,"female","native","no",NA,NA,24642,"grade-school"
5784,"male","native","no",NA,NA,90539,"master"
5785,"male","native","no",40,"public",82141,"high-school"
5786,"male","native","no",40,"private",86542,"bachelor"
5787,"female","foreign","no",NA,NA,20408,"grade-school"
5788,"female","native","no",15,"private",88110,"high-school"
5789,"male","native",NA,NA,NA,50855,"grade-school"
5790,"female","native","no",10,"private",39190,"bachelor"
5791,"female","native","no",36,"private",19218,"high-school"
5792,"male","native",NA,NA,NA,32933,"grade-school"
5793,"female","native","no",5,"private",64071,"grade-school"
5794,"male","native","no",40,"private",112003,"bachelor"
5795,"female","native","no",70,"public",82766,"master"
5796,"male","native","no",39,"private",35285,"high-school"
5797,"female","foreign","no",35,"private",51738,"bachelor"
5798,"male","native","no",40,"charity",250864,"master"
5799,"female","native","no",40,"private",495830,"high-school"
5800,"male","native","no",NA,NA,48244,"grade-school"
5801,"female","native","no",28,"private",96713,"high-school"
5802,"female","native","no",40,"private",5410,"high-school"
5803,"female","foreign","no",40,"private",1908272,"bachelor"
5804,"male","native","no",NA,NA,123736,"grade-school"
5805,"female","native",NA,NA,NA,214,"grade-school"
5806,"male","native","no",38,"private",61957,"high-school"
5807,"female","native","no",NA,"public",150697,"master"
5808,"female","native","no",8,"private",24113,"high-school"
5809,"female","foreign","no",30,"private",78287,"bachelor"
5810,"male","native","no",50,"public",95957,"doctor"
5811,"female","native","no",20,"private",36439,"grade-school"
5812,"male","native","no",40,"public",97404,"high-school"
5813,"male","native",NA,NA,NA,80473,"grade-school"
5814,"female","native",NA,NA,NA,36249,"grade-school"
5815,"male","native","no",40,"private",35351,"high-school"
5816,"female","native","no",10,"private",126260,"grade-school"
5817,"female","foreign","no",NA,NA,1004,"bachelor"
5818,"female","native",NA,NA,NA,536947,"grade-school"
5819,"male","foreign","no",40,"private",110034,"bachelor"
5820,"female","native",NA,NA,NA,34487,"grade-school"
5821,"female","native",NA,NA,NA,120182,"grade-school"
5822,"female","native","no",21,"public",72757,"master"
5823,"female","native","no",NA,NA,79380,"high-school"
5824,"male","native","no",20,"private",15460,"high-school"
5825,"male","native","no",35,"private",58213,"high-school"
5826,"female","native","no",NA,NA,52505,"bachelor"
5827,"female","foreign","no",NA,NA,80750,"master"
5828,"female","native","no",NA,NA,17115,"high-school"
5829,"male","native","no",NA,NA,23465,"grade-school"
5830,"male","native","no",NA,NA,73531,"high-school"
5831,"male","native",NA,NA,NA,21252,"grade-school"
5832,"female","native","no",40,"private",31948,"high-school"
5833,"male","native","no",65,"private",55760,"bachelor"
5834,"female","native","no",50,"private",115846,"high-school"
5835,"female","native","no",NA,NA,21114,"bachelor"
5836,"male","native","no",33,"private",9369,"high-school"
5837,"male","native","no",NA,"private",6807,"high-school"
5838,"male","foreign","no",NA,NA,28442,"high-school"
5839,"male","native","no",NA,NA,1440,"high-school"
5840,"male","native","no",40,"private",82621,"high-school"
5841,"female","native","no",NA,NA,54715,"high-school"
5842,"female","native","no",40,"private",66655,"high-school"
5843,"female","native","no",50,"private",70513,"high-school"
5844,"male","native","no",NA,NA,264,"high-school"
5845,"female","native","no",40,"private",20867,"high-school"
5846,"female","native","no",NA,"charity",435026,"master"
5847,"female","native","no",45,"private",63327,"bachelor"
5848,"male","native","no",15,"private",83741,"high-school"
5849,"female","native","no",38,"public",47345,"high-school"
5850,"female","native","no",50,"charity",106436,"master"
5851,"male","native","no",NA,NA,136314,"bachelor"
5852,"male","native","no",45,"private",41286,"grade-school"
5853,"female","native","no",40,"private",78442,"bachelor"
5854,"female","native","no",NA,NA,109563,"master"
5855,"female","native","no",80,"private",115659,"master"
5856,"male","native","no",NA,"private",76533,"master"
5857,"female","native","no",NA,NA,77040,"bachelor"
5858,"male","native","no",25,"charity",25001,"high-school"
5859,"male","native","no",30,"private",36084,"high-school"
5860,"female","native","no",NA,"private",93038,"high-school"
